common_name,train_count,test_count,total_count
Peregrine Falcon,82,55,137
Pernambuco White-lipped Frog,2,0,2
Perny's Long-nosed Squirrel,2,0,2
Peron's Tree Frog,46,49,95
Peruvian Meadowlark,17,0,17
Peruvian Pygmy-Owl,2,0,2
Peruvian Recurvebill,1,0,1
Peruvian Screech-Owl,1,0,1
Peruvian Thick-knee,2,0,2
Peruvian Warbling-Antbird,5,0,5
Peter's Frog,1,0,1
Peter's Jungle Frog,1,0,1
Peters' Shiny Peeping Frog,1,0,1
Phainopepla,23,14,37
Pharaoh Cicada,159,0,159
Pharaoh Eagle-Owl,1,0,1
Pheasant Coucal,8,5,13
Pheasant Cuckoo,10,0,10
Pheasant-tailed Jacana,3,0,3
Philadelphia Vireo,10,0,10
Philippine Bulbul,1,0,1
Philippine Bush-Warbler,2,0,2
Philippine Coucal,2,0,2
Philippine Drongo-Cuckoo,1,0,1
Philippine Magpie-Robin,1,0,1
Philippine Pied-Fantail,2,0,2
Philippine Scops-Owl,2,0,2
Philippine Tailorbird,1,0,1
Philippine Trogon,1,0,1
Philippine Woodpecker,3,0,3
Picazuro Pigeon,14,9,23
Pickerel Frog,56,39,95
Picuí Ground-Dove,7,0,7
Pied Avocet,4,0,4
Pied Butcherbird,15,25,40
Pied Crow,6,0,6
Pied Currawong,130,100,230
Pied Kingfisher,1,0,1
Pied Oystercatcher,1,0,1
Pied Plover,1,0,1
Pied Puffbird,1,0,1
Pied Shrike-Babbler,1,0,1
Pied Triller,1,0,1
Pied Wheatear,1,0,1
Pied-billed Grebe,37,20,57
Pied-crested Tit-Tyrant,1,0,1
Pig Frog,34,35,69
Pigeon Guillemot,5,0,5
Pileated Finch,1,0,1
Pileated Flycatcher,1,0,1
Pileated Gibbon,3,0,3
Pileated Parrot,1,0,1
Pileated Woodpecker,362,100,462
Pilotbird,1,0,1
Pin-striped Tit-Babbler,16,69,85
Pin-tailed Manakin,2,0,2
Pin-tailed Sandgrouse,1,0,1
Pin-tailed Snipe,1,0,1
Pin-tailed Whydah,9,0,9
Pine Barrens Treefrog,2,0,2
Pine Bunting,1,0,1
Pine Chafer,3,0,3
Pine Flycatcher,5,0,5
Pine Grosbeak,45,35,80
Pine Marten,1,0,1
Pine Siskin,212,82,294
Pine Warbler,257,100,357
Pine Woods Tree Frog,32,13,45
Pink-footed Goose,7,10,17
Pink-throated Twinspot,1,0,1
Pinyon Jay,17,23,40
Piping Cisticola,6,0,6
Piping Plover,5,0,5
Piratic Flycatcher,8,9,17
Plain Antvireo,11,0,11
Plain Bladderhopper,1,0,1
Plain Bush-hen,1,0,1
Plain Chachalaca,34,31,65
Plain Laughingthrush,1,0,1
Plain Leaf-Warbler,1,0,1
Plain Parakeet,12,0,12
Plain Prinia,10,8,18
Plain Softtail,1,0,1
Plain Tyrannulet,3,0,3
Plain Xenops,2,0,2
Plain-breasted Ground-Dove,1,0,1
Plain-brown Woodcreeper,3,0,3
Plain-colored Seedeater,1,0,1
Plain-colored Tree Frog,1,0,1
Plain-crested Elaenia,2,0,2
Plain-crowned Spinetail,3,0,3
Plain-mantled Tit-Spinetail,3,0,3
Plain-tailed Wren,7,0,7
Plain-throated Antwren,1,0,1
Plain-winged Antshrike,3,0,3
Plain-winged Woodcreeper,2,0,2
Plains Cicada,23,0,23
Plains Leopard Frog,14,0,14
Plains Spadefoot,11,0,11
Plains Zebra,1,0,1
Plaintive Cuckoo,17,14,31
Plaintive Rain Frog,7,0,7
Planalto Hermit,1,0,1
Planalto Tapaculo,3,0,3
Planalto Tyrannulet,1,0,1
Planalto Woodcreeper,2,0,2
Plantain Squirrel,2,0,2
Plate-billed Mountain-Toucan,2,0,2
Plum-headed Parakeet,4,0,4
Plumbeous Antbird,4,0,4
Plumbeous Antvireo,2,0,2
Plumbeous Ibis,2,0,2
Plumbeous Pigeon,8,0,8
Plumbeous Rail,21,8,29
Plumbeous Seedeater,2,0,2
Plumbeous Vireo,26,12,38
Plumbeous Water Redstart,5,0,5
Plush-crested Jay,6,0,6
Plushcap,2,0,2
Pobblebonk,127,74,201
Point-tailed Palmcreeper,2,0,2
Pointedbelly Frog,1,0,1
Polka-dot Tree Frog,2,0,2
Polydamas Swallowtail,1,0,1
Pompadour Cotinga,1,0,1
Popokatea,19,18,37
Pouched Frog,2,0,2
Power's Rain Frog,1,0,1
Power's Toad,1,0,1
Powerful Owl,38,53,91
Powerful Woodpecker,2,0,2
Powers Clawed Frog,1,0,1
Poynton's River Frog,4,0,4
Prairie Rattlesnake,8,0,8
Prairie Tree Cricket,3,0,3
Prairie Warbler,143,93,236
Pratt's Poison Frog,1,0,1
Pririt Batis,2,0,2
Protean Shieldback,1,0,1
Prothonotary Warbler,98,66,164
Provençal Warbler,7,0,7
Puerto Rican Bullfinch,1,0,1
Puerto Rican Crested Toad,1,0,1
Puerto Rican Flycatcher,4,0,4
Puerto Rican Nightjar,1,0,1
Puerto Rican Owl,2,0,2
Puerto Rican Parrot,1,0,1
Puerto Rican Spindalis,2,0,2
Puerto Rican Tody,2,0,2
Puerto Rican Vireo,1,0,1
Puerto Rican Woodpecker,2,0,2
Puff Adder,1,0,1
Puff-throated Babbler,5,0,5
Pugnosed Tree Frog,1,0,1
Puna Thistletail,2,0,2
Purple Finch,237,85,322
Purple Heron,2,0,2
Purple Honeycreeper,1,0,1
Purple Martin,78,89,167
Purple Meadow Bush-cricket,2,0,2
Purple Sandpiper,1,0,1
Purple Sunbird,3,0,3
Purple-crested Loerie,9,0,9
Purple-crowned Lorikeet,1,0,1
Purple-naped Spiderhunter,1,0,1
Purple-rumped Sunbird,6,0,6
Purple-throated Euphonia,9,10,19
Purplish Jay,3,0,3
Purplish-backed Jay,1,0,1
Purplish-mantled Tanager,1,0,1
Putnam's Cicada,15,15,30
Puvel's Illadopsis,1,0,1
Pyburn's Robber Frog,1,0,1
Pygmy Antwren,3,0,3
Pygmy Nightjar,1,0,1
Pygmy Nuthatch,76,26,102
Pygmy Pipistrelle,2,0,2
Pygmy Woodpecker,1,0,1
Pygmy Wren-Babbler,4,0,4
Pyrenean Meadow Bush-cricket,1,0,1
Pyrrhuloxia,6,0,6
Páramo Tapaculo,1,0,1
Père David's Rock Squirrel,1,0,1
Quacking Frog,2,0,2
Radde's Warbler,2,0,2
Raffles's Malkoha,1,0,1
Rain Frog,1,0,1
Rain Quail,1,0,1
Rainbow Bee-eater,9,0,9
Rainbow Lorikeet,160,100,260
Ranger's Toad,18,18,36
Rare Bladder Cicada,2,0,2
Rattle Grasshopper,1,0,1
Rattler Round-winged Katydid,2,0,2
Rattling Cisticola,25,0,25
Raymond's Grasshopper,1,0,1
Raymond's Reed Frog,1,0,1
Razor Grinder,108,49,157
Recurve-billed Bushbird,2,0,2
Red Admiral,1,0,1
Red Belly Cicada,7,0,7
Red Bishop,1,0,1
Red Cicada,7,15,22
Red Crossbill,240,100,340
Red Crossbill (Type 9),3,0,3
Red Deer,22,10,32
Red Diamond Rattlesnake,3,0,3
Red Fox,112,86,198
Red Junglefowl,16,93,109
Red Kite,20,13,33
Red Knot,1,0,1
Red Ringer,9,0,9
Red Scratcher,10,12,22
Red Shining-Parrot,1,0,1
Red Snouted Tree Frog,2,0,2
Red Spurfowl,2,0,2
Red Squeaker,83,23,106
Red Tree-ticker,5,9,14
Red Turtle Dove,1,0,1
Red Warbler,1,0,1
Red Wattlebird,59,88,147
Red-Banded Rubber Frog,7,0,7
Red-and-black Grosbeak,1,0,1
Red-and-green Macaw,3,0,3
Red-and-white Antpitta,1,0,1
Red-and-white Crake,5,0,5
Red-and-white Spinetail,1,0,1
Red-and-yellow Barbet,1,0,1
Red-backed Scrub-Robin,10,0,10
Red-backed Shrike,20,31,51
Red-banded Leafhopper,1,0,1
Red-bellied Grackle,2,0,2
Red-bellied Macaw,1,0,1
Red-bellied Squirrel,7,0,7
Red-bellied Woodpecker,552,100,652
Red-bellied cicada,15,0,15
Red-billed Blue Magpie,4,0,4
Red-billed Chough,8,10,18
Red-billed Dwarf Hornbill,2,0,2
Red-billed Firefinch,1,0,1
Red-billed Francolin,2,0,2
Red-billed Leiothrix,17,12,29
Red-billed Oxpecker,1,0,1
Red-billed Pied Tanager,2,0,2
Red-billed Pigeon,2,0,2
Red-billed Quelea,1,0,1
Red-billed Scythebill,4,0,4
Red-breasted Blackbird,1,0,1
Red-breasted Chat,2,0,2
Red-breasted Flycatcher,33,37,70
Red-breasted Merganser,1,0,1
Red-breasted Nuthatch,375,100,475
Red-breasted Parakeet,4,0,4
Red-breasted Sapsucker,20,8,28
Red-breasted Toucan,6,0,6
Red-browed Firetail,3,0,3
Red-browed Parrot,1,0,1
Red-capped Manakin,2,0,2
Red-capped Parrot,1,0,1
Red-capped Robin,1,0,1
Red-chested Cuckoo,22,29,51
Red-chested Flufftail,2,0,2
Red-cockaded Woodpecker,28,17,45
Red-cowled Cardinal,3,0,3
Red-crested Cardinal,16,7,23
Red-crested Korhaan,2,0,2
Red-crested Pochard,2,0,2
Red-crowned Ant-Tanager,10,0,10
Red-crowned Parakeet,10,0,10
Red-crowned Parrot,10,8,18
Red-crowned Toadlet,8,0,8
Red-crowned Woodpecker,9,0,9
Red-eyed Bulbul,2,0,2
Red-eyed Dove,16,0,16
Red-eyed Firetail,1,0,1
Red-eyed Tree Frog,3,0,3
Red-eyed Vireo,1000,100,1100
Red-faced Guan,1,0,1
Red-faced Mousebird,6,0,6
Red-faced Spinetail,1,0,1
Red-fan Parrot,1,0,1
Red-femured Milkweed Borer,1,0,1
Red-flanked Bluetail,4,0,4
Red-fronted Coot,3,0,3
Red-fronted Tinkerbird,3,0,3
Red-headed Barbet,2,0,2
Red-headed Bush Cricket,6,0,6
Red-headed Flameback,1,0,1
Red-headed Manakin,3,0,3
Red-headed Meadow Katydid,4,0,4
Red-headed Woodpecker,62,58,120
Red-knobbed Coot,2,0,2
Red-knobbed Curassow,2,0,2
Red-legged Grasshopper,2,0,2
Red-legged Honeycreeper,3,0,3
Red-legged Partridge,17,7,24
Red-legged Seriema,5,7,12
Red-legged Thrush,4,0,4
Red-legged Tinamou,1,0,1
Red-legged Wot-wot,4,0,4
Red-lored Parrot,12,0,12
Red-masked Parakeet,10,0,10
Red-naped Sapsucker,7,0,7
Red-naped Trogon,1,0,1
Red-necked Francolin,1,0,1
Red-necked Grebe,7,0,7
Red-necked Nightjar,17,20,37
Red-necked Phalarope,2,0,2
Red-necked Tanager,3,0,3
Red-necked Woodpecker,1,0,1
Red-ruffed Fruitcrow,2,0,2
Red-rumped Cacique,11,0,11
Red-rumped Parrot,7,0,7
Red-rumped Swallow,5,0,5
Red-shouldered Glossy-starling,3,0,3
Red-shouldered Hawk,496,100,596
Red-shouldered Macaw,7,0,7
Red-shouldered Spinetail,1,0,1
Red-sided Eclectus,2,0,2
Red-spectacled Parrot,1,0,1
Red-spotted Toad,9,8,17
Red-stained Woodpecker,2,0,2
Red-striped Flowerpecker,1,0,1
Red-tailed Black-Cockatoo,13,19,32
Red-tailed Hawk,205,100,305
Red-tailed Squirrel,2,0,2
Red-throated Ant-Tanager,10,0,10
Red-throated Barbet,1,0,1
Red-throated Caracara,9,0,9
Red-throated Loon,3,0,3
Red-throated Pipit,4,0,4
Red-throated Thrush,1,0,1
Red-vented Bulbul,13,19,32
Red-wattled Lapwing,18,28,46
Red-whiskered Bulbul,57,47,104
Red-winged Blackbird,1000,100,1100
Red-winged Fairywren,1,0,1
Red-winged Starling,10,0,10
Red-winged Tinamou,10,0,10
Redback toktokkie,1,0,1
Redcap Robinchat,13,7,20
Reddish Hermit,2,0,2
Redeye Cicada,79,33,112
Redhead,1,0,1
Redtailed Cicada,1,0,1
Redthroat,1,0,1
Redwing,161,100,261
Reed Bunting,73,79,152
Reed-cricket,1,0,1
Reeves' Tokay Gecko,2,0,2
Reeves's Muntjac,26,31,57
Regent Bowerbird,3,0,3
Regent Parrot,2,0,2
Relict Leopard Frog,2,0,2
Remote Froglet,1,0,1
Resonant Cicada,1,0,1
Restless Firetail,1,0,1
Restless Flycatcher,1,0,1
Retz's Helmetshrike,1,0,1
Rhinoceros Hornbill,2,0,2
Rhythmic Dainty Frog,2,0,2
Ribboned Rope Squirrel,1,0,1
Ribeirão Branco Snouted Tree Frog,5,0,5
Richard's Pipit,2,0,2
Ridgway's Rail,8,0,8
Rifleman,9,0,9
Riley's Tree Cricket,24,26,50
Ring Ouzel,9,0,9
Ring-billed Gull,42,22,64
Ring-necked Duck,4,0,4
Ring-necked Pheasant,97,76,173
Ringed Antpipit,2,0,2
Ringed Kingfisher,9,8,17
Ringed Teal,1,0,1
Ringed Warbling-Finch,2,0,2
Ringed Woodpecker,2,0,2
Ringtail,4,0,4
Rinjani Scops-Owl,1,0,1
Rio Grande Leopard Frog,119,12,131
Rio Verde Snouted Tree Frog,2,0,2
Rio de Janeiro Antbird,2,0,2
Rioja Tree Frog,1,0,1
Riparian Antbird,1,0,1
River Ambertail,1,0,1
River Toad,1,0,1
Riverbank Warbler,6,0,6
Riverside Tyrant,1,0,1
Riverside Wren,2,0,2
Riviersonderend Moss Frog,2,0,2
Rivoli's Hummingbird,4,0,4
Roadside Hawk,108,52,160
Robinson's Annual Cicada,165,52,217
Robust Ambertail,1,0,1
Robust Cicada,38,17,55
Robust Conehead,1,0,1
Robust Frog,2,0,2
Robust Shieldback,1,0,1
Robust Woodpecker,2,0,2
Rock Bunting,5,6,11
Rock Kestrel,1,0,1
Rock Martin,1,0,1
Rock Petronia,13,18,31
Rock Pigeon,45,38,83
Rock Pipit,1,0,1
Rock Squirrel,10,11,21
Rock Wren,35,58,93
Rock-loving Cisticola,1,0,1
Rocket Frog,5,0,5
Rockrunner,1,0,1
Rocky Mountain Cicada,3,0,3
Rocky Mountain Plover,1,0,1
Rocky Mountain Sprinkled Locust,3,0,3
Roesel's Bush-cricket,30,100,130
Romer's Tree Frog,1,0,1
Roncador Tree Frog,1,0,1
Rondônia Warbling-Antbird,1,0,1
Rook,57,62,119
Rose Robin,2,0,2
Rose's Rain Frog,5,0,5
Rose-breasted Grosbeak,200,96,296
Rose-ringed Parakeet,117,100,217
Rose-throated Becard,9,5,14
Roseate Spoonbill,1,0,1
Roseate Tern,1,0,1
Rosenberg's Gladiator Frog,2,0,2
Ross's Goose,1,0,1
Rosy Thrush-Tanager,4,0,4
Rosy-patched Bushshrike,1,0,1
Roth's Tree Frog,3,0,3
Rough Harvester Ant,1,0,1
Rough Moss Frog,5,0,5
Rough-legged Hawk,1,0,1
Rough-legged Tyrannulet,2,0,2
Rough-sided frog,2,0,2
Rough-skinned Green Tree Frog,2,0,2
Round-tailed Ground Squirrel,1,0,1
Round-tailed Manakin,3,0,3
Round-tipped Conehead,7,28,35
Royal Flycatcher,1,0,1
Royal Tern,7,9,16
Ruby Road Trig,1,0,1
Ruby-crowned Kinglet,320,100,420
Ruby-crowned Tanager,8,0,8
Ruby-throated Bulbul,1,0,1
Ruby-throated Hummingbird,20,24,44
Ruddy Crake,2,0,2
Ruddy Duck,2,0,2
Ruddy Foliage-gleaner,4,0,4
Ruddy Ground-Dove,10,0,10
Ruddy Kingfisher,4,0,4
Ruddy Pigeon,7,0,7
Ruddy Quail-Dove,1,0,1
Ruddy Shelduck,10,10,20
Ruddy Spinetail,1,0,1
Ruddy Turnstone,7,0,7
Ruddy-breasted Crake,2,0,2
Ruddy-breasted Seedeater,5,0,5
Ruddy-capped Nightingale-Thrush,4,0,4
Rufescent Screech-Owl,1,0,1
Ruffed Grouse,23,7,30
Rufous Babbler,1,0,1
Rufous Bristlebird,1,0,1
Rufous Cacholote,1,0,1
Rufous Coucal,1,0,1
Rufous Fantail,5,0,5
Rufous Gnateater,6,0,6
Rufous Grasshopper,2,0,2
Rufous Hornbill,1,0,1
Rufous Hornero,41,23,64
Rufous Hummingbird,19,0,19
Rufous Motmot,5,0,5
Rufous Nightjar,5,8,13
Rufous Paradise-Flycatcher,1,0,1
Rufous Potoo,1,0,1
Rufous Sabrewing,1,0,1
Rufous Shrikethrush,2,0,2
Rufous Songlark,6,20,26
Rufous Spinetail,2,0,2
Rufous Treecreeper,1,0,1
Rufous Treepie,14,12,26
Rufous Twistwing,1,0,1
Rufous Whistler,64,94,158
Rufous Woodpecker,2,0,2
Rufous Wren,1,0,1
Rufous-and-white Wren,10,0,10
Rufous-backed Antvireo,1,0,1
Rufous-backed Antwren,2,0,2
Rufous-backed Redstart,1,0,1
Rufous-backed Robin,45,17,62
Rufous-banded Miner,2,0,2
Rufous-banded Owl,2,0,2
Rufous-bellied Chachalaca,3,0,3
Rufous-bellied Euphonia,3,0,3
Rufous-bellied Helmetshrike,1,0,1
Rufous-bellied Thrush,77,43,120
Rufous-breasted Antthrush,1,0,1
Rufous-breasted Flycatcher,2,0,2
Rufous-breasted Hermit,1,0,1
Rufous-breasted Leaftosser,5,0,5
Rufous-breasted Piculet,1,0,1
Rufous-breasted Spinetail,6,0,6
Rufous-breasted Wren,6,0,6
Rufous-browed Conebill,1,0,1
Rufous-browed Peppershrike,113,62,175
Rufous-browed Wren,5,0,5
Rufous-brown Solitaire,1,0,1
Rufous-capped Antshrike,10,0,10
Rufous-capped Antthrush,5,0,5
Rufous-capped Babbler,32,9,41
Rufous-capped Brush-Finch,2,0,2
Rufous-capped Motmot,8,0,8
Rufous-capped Nunlet,2,0,2
Rufous-capped Spinetail,7,0,7
Rufous-capped Warbler,6,0,6
Rufous-cheeked Nightjar,2,0,2
Rufous-chested Sparrowhawk,1,0,1
Rufous-collared Sparrow,169,52,221
Rufous-crowned Babbler,3,0,3
Rufous-crowned Elaenia,1,0,1
Rufous-crowned Greenlet,4,0,4
Rufous-crowned Laughingthrush,1,0,1
Rufous-crowned Pygmy-Tyrant,20,5,25
Rufous-crowned Sparrow,34,27,61
Rufous-crowned Tody-Flycatcher,1,0,1
Rufous-faced Antbird,1,0,1
Rufous-faced Crake,1,0,1
Rufous-faced Warbler,8,5,13
Rufous-fronted Babbler,1,0,1
Rufous-fronted Thornbird,4,0,4
Rufous-headed Chachalaca,3,0,3
Rufous-headed Pygmy-Tyrant,3,0,3
Rufous-headed Tanager,4,0,4
Rufous-headed Woodpecker,1,0,1
Rufous-legged Owl,4,0,4
Rufous-margined Antwren,8,0,8
Rufous-naped Greenlet,1,0,1
Rufous-naped Lark,7,8,15
Rufous-naped Wren,29,7,36
Rufous-necked Foliage-gleaner,1,0,1
Rufous-necked Wood-Rail,1,0,1
Rufous-necked Wryneck,1,0,1
Rufous-sided Crake,14,10,24
Rufous-sided Pygmy-Tyrant,1,0,1
Rufous-tailed Antbird,2,0,2
Rufous-tailed Antthrush,2,0,2
Rufous-tailed Antwren,1,0,1
Rufous-tailed Attila,1,0,1
Rufous-tailed Bush-hen,1,0,1
Rufous-tailed Hummingbird,2,0,2
Rufous-tailed Jacamar,12,0,12
Rufous-tailed Plantcutter,1,0,1
Rufous-tailed Robin,2,0,2
Rufous-tailed Rock-Thrush,2,0,2
Rufous-tailed Scrub-Robin,1,0,1
Rufous-tailed Tailorbird,6,0,6
Rufous-thighed Kite,2,0,2
Rufous-throated Antbird,3,0,3
Rufous-throated Fulvetta,1,0,1
Rufous-vented Chachalaca,1,0,1
Rufous-vented Tapaculo,2,0,2
Rufous-winged Antshrike,1,0,1
Rufous-winged Philentoma,1,0,1
Rufous-winged Sparrow,9,6,15
Russet Bush-Warbler,5,0,5
Russet Nightingale-Thrush,1,0,1
Russet Sparrow,1,0,1
Russet-backed Oropendola,9,0,9
Russet-capped Tesia,1,0,1
Russet-crowned Crake,4,0,4
Russet-crowned Motmot,1,0,1
Russet-crowned Warbler,4,0,4
Russet-naped Wood-Rail,2,0,2
Russet-tailed Thrush,1,0,1
Russet-winged Spadebill,1,0,1
Rust-and-yellow Tanager,1,0,1
Rustic Bunting,4,0,4
Rusty Blackbird,77,70,147
Rusty Laughingthrush,5,0,5
Rusty Sparrow,2,0,2
Rusty Tree Frog,5,0,5
Rusty Whistler,1,0,1
Rusty-backed Antwren,1,0,1
Rusty-backed Spinetail,1,0,1
Rusty-barred Owl,4,0,4
Rusty-bellied Brush-Finch,1,0,1
Rusty-belted Tapaculo,4,0,4
Rusty-breasted Antpitta,1,0,1
Rusty-breasted Whistler,2,0,2
Rusty-collared Seedeater,1,0,1
Rusty-crowned Ground-Sparrow,1,0,1
Rusty-fronted Canastero,1,0,1
Rusty-fronted Tody-Flycatcher,2,0,2
Rusty-headed Spinetail,2,0,2
Rusty-margined Flycatcher,8,0,8
Rusty-margined Guan,1,0,1
Rusty-winged Antwren,1,0,1
Ryukyu Brown Frog,3,0,3
Ryukyu Scops-Owl,2,0,2
Réunion Bulbul,4,0,4
Réunion Cuckooshrike,1,0,1
Réunion Stonechat,1,0,1
Río Negro Tuco-tuco,1,0,1
Rüppell's Warbler,1,0,1
Sacred Kingfisher,83,65,148
Saddle-backed Bush Cricket,2,0,2
Saddled Tree frog,1,0,1
Saffron Finch,58,23,81
Saffron-billed Sparrow,5,0,5
Saffron-crested Tyrant-Manakin,2,0,2
Saffron-headed Parrot,1,0,1
Sage Thrasher,4,0,4
Sagebrush Cicada,10,0,10
Sagebrush Sparrow,2,0,2
Sahara Frog,2,0,2
Sakhalin Grasshopper-Warbler,1,0,1
Sakhalin Leaf-Warbler,4,0,4
Salmon-crested Cockatoo,1,0,1
Salmon-striped Frog,4,0,4
Salmonfly Cicada,1,0,1
Salvador Stream Frog,2,0,2
Samar Hornbill,1,0,1
Sambar,1,0,1
San Blas Jay,1,0,1
San Cristobal Mockingbird,1,0,1
San Diego Meadow Katydid,1,0,1
San Jacinto shieldback,1,0,1
Sanborn's Tree Frog,4,0,4
Sand Fairy,13,0,13
Sand Field Cricket,1,0,1
Sand Partridge,1,0,1
Sand Toad,2,0,2
Sand-colored Nighthawk,1,0,1
Sanderling,3,0,3
Sandhill Crane,243,100,343
Sandstone Squeaker,41,6,47
Sandwich Tern,5,7,12
Sandy Gallito,1,0,1
Santa Catarina Snouted Tree Frog,3,0,3
Santa Catarina Tropical Bullfrog,1,0,1
Santa Cecilia Glass Frog,1,0,1
Santa Marta Antpitta,2,0,2
Santa Marta Foliage-gleaner,1,0,1
Santa Marta Screech-Owl,2,0,2
Santa Rita Rocket Frog,1,0,1
Santarém Parakeet,3,0,3
Sapayoa,1,0,1
Sapphire-spangled Emerald,2,0,2
Sardinian Tree Frog,4,0,4
Sardinian Warbler,49,61,110
Satin Bowerbird,13,27,40
Satin Flycatcher,1,0,1
Savage's Cochran Frog,1,0,1
Savage's Thin-toed Frog,4,0,4
Savanna Nightjar,42,59,101
Savannah Sparrow,117,58,175
Savi's Warbler,61,56,117
Saw-billed Hermit,1,0,1
Say's Cicada,15,0,15
Say's Phoebe,55,38,93
Say's Trig,3,0,3
Sayaca Tanager,34,15,49
Scale-crested Pygmy-Tyrant,2,0,2
Scale-throated Hermit,2,0,2
Scaled Antbird,2,0,2
Scaled Antpitta,2,0,2
Scaled Chachalaca,1,0,1
Scaled Dove,9,0,9
Scaled Pigeon,1,0,1
Scaled Quail,5,0,5
Scaled Spinetail,1,0,1
Scaled Woodcreeper,2,0,2
Scaly-breasted Hummingbird,3,0,3
Scaly-breasted Lorikeet,2,0,2
Scaly-breasted Wren,11,0,11
Scaly-headed Parrot,4,0,4
Scaly-naped Parrot,3,0,3
Scaly-naped Pigeon,2,0,2
Scaly-throated Honeyguide,3,0,3
Scaly-throated Leaftosser,2,0,2
Scarlet Macaw,4,0,4
Scarlet Minivet,4,0,4
Scarlet Myzomela,22,11,33
Scarlet Robin,4,0,4
Scarlet Tanager,271,100,371
Scarlet-backed Flowerpecker,5,0,5
Scarlet-bellied Mountain-Tanager,3,0,3
Scarlet-chested Sunbird,1,0,1
Scarlet-fronted Parakeet,2,0,2
Scarlet-headed Blackbird,3,0,3
Scarlet-horned Manakin,1,0,1
Scarlet-rumped Cacique,1,0,1
Scarlet-throated Tanager,2,0,2
Schlegel's Green Tree Frog,1,0,1
Schmidt's Marbled Bush-cricket,6,0,6
Schmidt's Uruguay Tree Frog,1,0,1
Schwartz's Antthrush,3,0,3
Schwarz's Shieldback,1,0,1
Scimitar-billed Woodcreeper,3,0,3
Scissor Grinder Cicada,167,74,241
Scissor-tailed Flycatcher,16,10,26
Scissor-tailed Nightjar,1,0,1
Scott's Oriole,12,19,31
Screaming Cowbird,3,0,3
Screaming Piha,19,14,33
Scrub Blackbird,39,5,44
Scrub Euphonia,12,7,19
Scrub Greenlet,10,0,10
Scrub Tanager,1,0,1
Sea Otter,1,0,1
Seaside Cinclodes,1,0,1
Seaside Sparrow,13,6,19
Sedakov's Bush-cricket,2,0,2
Sedge Warbler,156,100,256
Semipalmated Plover,8,8,16
Semipalmated Sandpiper,1,0,1
Senegal Kassina,16,7,23
Senegal Thick-knee,1,0,1
Sentinel Rock-Thrush,1,0,1
Sepia-capped Flycatcher,7,0,7
Serra Antwren,3,0,3
Serra Geral Tree Frog,1,0,1
Serra do Mar Tyrannulet,1,0,1
Serra do Mar Tyrant-Manakin,1,0,1
Serrated Firetail,2,0,2
Sharp-billed Canastero,9,13,22
Sharp-nosed ridged frog,2,0,2
Sharp-shinned Hawk,15,9,24
Sharp-tailed Grouse,2,0,2
Sharp-tailed Streamcreeper,1,0,1
Sharp-tailed Tyrant,1,0,1
Sharpbill,3,0,3
Sharpe's Starling,1,0,1
Sharpe's Wren,2,0,2
Sheep Frog,66,0,66
Shelkovnikov's Tree Frog,4,0,4
Shelley's Francolin,1,0,1
Shikra,4,0,4
Shining Bronze-Cuckoo,71,40,111
Shining Flycatcher,1,0,1
Shiny Cowbird,10,0,10
Short-billed Canastero,2,0,2
Short-billed Dowitcher,8,0,8
Short-billed Gull,1,0,1
Short-billed Pigeon,1,0,1
Short-billed Pipit,3,0,3
Short-crested Flycatcher,7,0,7
Short-eared Owl,12,0,12
Short-legged Horned Toad,9,0,9
Short-tailed Antthrush,10,0,10
Short-tailed Babbler,2,0,2
Short-tailed Hawk,3,0,3
Short-tailed Nighthawk,4,0,4
Short-tailed Parrot,2,0,2
Short-tailed Pygmy-Tyrant,1,0,1
Short-tailed Woodstar,1,0,1
Short-toed Eagle,3,0,3
Short-toed Treecreeper,101,100,201
Short-winged Conehead,1,0,1
Short-winged Meadow Katydid,7,6,13
Shovel-nosed Frog,1,0,1
Shy Heathwren,1,0,1
Siamang,11,0,11
Siamese Pied Myna,1,0,1
Siberian Blue Robin,1,0,1
Siberian Chipmunk,3,0,3
Siberian Jay,2,0,2
Siberian Rubythroat,12,9,21
Siberian Stonechat,4,0,4
Siberian Thrush,1,0,1
Siberian Tit,1,0,1
Siberian Wood Frog,1,0,1
Sibilant Sirystes,6,0,6
Sichuan Bush-Warbler,1,0,1
Sick's Swift,3,0,3
Sickle-bearing Bush-cricket,2,0,2
Sidewinder,1,0,1
Sierra Madre Ground-Warbler,1,0,1
Sierran Elaenia,1,0,1
Sierran Treefrog,162,68,230
Sika Deer,1,0,1
Silky-tailed Nightjar,1,0,1
Silver Gull,10,9,19
Silver Princess,670,92,762
Silver-beaked Tanager,4,0,4
Silver-breasted Broadbill,2,0,2
Silver-eared Mesia,3,0,3
Silvered Antbird,5,0,5
Silvereye,86,80,166
Silvery-brown Tamarin,1,0,1
Silvery-cheeked Antshrike,1,0,1
Silvery-fronted Tapaculo,1,0,1
Silvery-throated Spinetail,3,0,3
Similar Dog-day Cicada,5,0,5
Sinaloa Crow,2,0,2
Sinaloa Wren,15,10,25
Sinaloa toad,1,0,1
Sincorá Antwren,1,0,1
Singing Honeyeater,2,0,2
Singing Quail,1,0,1
Sitatunga,1,0,1
Skylark,378,100,478
Slate-colored Antbird,1,0,1
Slate-colored Hawk,1,0,1
Slate-colored Seedeater,1,0,1
Slate-colored Solitaire,6,5,11
